trial_id,lstm_units,dropout_rate,dense_units,learning_rate,accuracy,loss,val_accuracy,val_loss,score
00,32,0.5,96,0.001,0.5619625449180603,1.13021981716156,0.1131313145160675,3.0293662548065186,0.1131313145160675
01,256,0.4,128,0.01,0.8851795792579651,0.34972643852233887,0.7333333492279053,0.869453489780426,0.7333333492279053
02,96,0.2,96,0.01,0.937278687953949,0.17675206065177917,0.9131312966346741,0.4010591506958008,0.9131312966346741
03,256,0.2,128,0.001,0.8907435536384583,0.30548667907714844,0.7575757503509521,0.7688782811164856,0.7575757503509521
04,96,0.2,32,0.0001,0.3323217034339905,1.7778061628341675,0.04040404036641121,1.8073593378067017,0.04040404036641121
05,160,0.1,32,0.0001,0.42235711216926575,1.3820399045944214,0.1474747508764267,2.4056525230407715,0.1474747508764267
06,96,0.5,32,0.001,0.6090035438537598,1.037118673324585,0.12121212482452393,2.645310163497925,0.12121212482452393
07,192,0.1,64,0.001,0.9038947820663452,0.2831050455570221,0.6323232054710388,0.9013355374336243,0.6323232054710388
08,96,0.4,64,0.0001,0.22761760652065277,1.784274935722351,0.05252525210380554,1.8060896396636963,0.05252525210380554
09,256,0.4,32,0.001,0.9185634851455688,0.22338233888149261,0.7636363506317139,0.6603775024414062,0.7636363506317139
10,256,0.5,32,0.001,0.8872028589248657,0.2930837571620941,0.7434343695640564,0.8253412842750549,0.7434343695640564
11,160,0.1,96,0.001,0.9215983748435974,0.23881153762340546,0.7959595918655396,0.691563069820404,0.7959595918655396
12,128,0.1,128,0.01,0.9438543319702148,0.15829172730445862,0.808080792427063,0.6244373917579651,0.808080792427063
13,256,0.30000000000000004,32,0.01,0.9003540873527527,0.2959930896759033,0.6868686676025391,1.111366868019104,0.6868686676025391
14,32,0.1,64,0.01,0.936772882938385,0.19029439985752106,0.8121212124824524,0.565213143825531,0.8121212124824524
15,256,0.5,128,0.0001,0.48305514454841614,1.328578233718872,0.046464648097753525,2.53773832321167,0.046464648097753525
16,256,0.1,96,0.01,0.8174000978469849,0.5133986473083496,0.5313131213188171,1.2289267778396606,0.5313131213188171
17,32,0.2,128,0.01,0.8811330199241638,0.3294067084789276,0.6262626051902771,1.1303577423095703,0.6262626051902771
18,256,0.5,32,0.01,0.6226605772972107,0.9328889846801758,0.3777777850627899,1.6302229166030884,0.3777777850627899
19,128,0.1,64,0.01,0.961557924747467,0.11869311332702637,0.8727272748947144,0.4587670862674713,0.8727272748947144
20,256,0.5,32,0.0001,0.474962055683136,1.411393642425537,0.046464648097753525,2.204974412918091,0.046464648097753525
21,64,0.1,96,0.01,0.9524531960487366,0.13188360631465912,0.8646464943885803,0.49945613741874695,0.8646464943885803
22,160,0.30000000000000004,128,0.01,0.8963075280189514,0.3122480511665344,0.7010101079940796,0.8060070276260376,0.7010101079940796
23,192,0.1,128,0.0001,0.5331310033798218,1.2176027297973633,0.05050504952669144,2.8752312660217285,0.05050504952669144
24,64,0.1,32,0.01,0.898330807685852,0.31154492497444153,0.7959595918655396,0.7424122095108032,0.7959595918655396
25,192,0.1,32,0.01,0.8973191976547241,0.3093613386154175,0.7636363506317139,0.8214496374130249,0.7636363506317139
26,96,0.2,64,0.01,0.8846737742424011,0.3282886743545532,0.8161616325378418,0.6156744956970215,0.8161616325378418
27,256,0.2,128,0.01,0.9291856288909912,0.19749082624912262,0.8202019929885864,0.6064980626106262,0.8202019929885864
28,32,0.1,32,0.01,0.9205867648124695,0.25584298372268677,0.7535353302955627,0.682988703250885,0.7535353302955627
29,256,0.1,32,0.01,0.9175518751144409,0.2500281035900116,0.7434343695640564,0.8713281750679016,0.7434343695640564
30,256,0.30000000000000004,96,0.001,0.9028831720352173,0.27257123589515686,0.7797979712486267,0.7256965041160583,0.7797979712486267
31,128,0.1,32,0.01,0.9170460104942322,0.25309959053993225,0.8020201921463013,0.6876876950263977,0.8020201921463013
32,64,0.1,64,0.01,0.9458776116371155,0.1669113039970398,0.7272727489471436,0.8678791522979736,0.7272727489471436
33,160,0.2,96,0.01,0.8958017230033875,0.30178654193878174,0.7777777910232544,0.7041913270950317,0.7777777910232544
34,32,0.1,96,0.001,0.6216489672660828,0.9497828483581543,0.1434343457221985,2.462864875793457,0.1434343457221985
35,32,0.2,64,0.01,0.9524531960487366,0.14311295747756958,0.834343433380127,0.5069407224655151,0.834343433380127
36,32,0.1,96,0.01,0.9382903575897217,0.1983247846364975,0.8141413927078247,0.6058369874954224,0.8141413927078247
37,32,0.2,96,0.01,0.8507840037345886,0.42496389150619507,0.54747474193573,0.9382723569869995,0.54747474193573
38,32,0.1,128,0.01,0.9221041798591614,0.2385544329881668,0.8606060743331909,0.4723251760005951,0.8606060743331909
39,64,0.1,128,0.01,0.9170460104942322,0.2528766393661499,0.7494949698448181,0.6549436450004578,0.7494949698448181
40,32,0.1,128,0.01,0.9226100444793701,0.22455710172653198,0.7494949698448181,0.7800859212875366,0.7494949698448181
41,32,0.30000000000000004,32,0.01,0.8791097402572632,0.3689393401145935,0.8121212124824524,0.7460357546806335,0.8121212124824524
42,96,0.2,32,0.01,0.962063729763031,0.12329532206058502,0.8747474551200867,0.4964357912540436,0.8747474551200867
43,128,0.1,96,0.01,0.923621654510498,0.24344757199287415,0.7414141297340393,0.8924026489257812,0.7414141297340393
44,32,0.2,32,0.01,0.9084471464157104,0.2440733015537262,0.834343433380127,0.5157861709594727,0.834343433380127
45,96,0.30000000000000004,32,0.01,0.8902377486228943,0.309395968914032,0.747474730014801,0.7938511967658997,0.747474730014801
46,32,0.1,96,0.01,0.9170460104942322,0.23033784329891205,0.7616161704063416,0.7628647089004517,0.7616161704063416
47,32,0.1,128,0.01,0.9448659420013428,0.15371426939964294,0.8101010322570801,0.6345250606536865,0.8101010322570801
48,32,0.1,128,0.01,0.910976231098175,0.25562992691993713,0.6464646458625793,0.7709035873413086,0.6464646458625793
49,32,0.1,96,0.01,0.9266565442085266,0.22154101729393005,0.6929292678833008,0.8594633936882019,0.6929292678833008
50,32,0.2,64,0.01,0.8528072834014893,0.42267894744873047,0.6323232054710388,1.0096805095672607,0.6323232054710388
51,64,0.2,32,0.01,0.9342437982559204,0.18570908904075623,0.8141413927078247,0.4921882748603821,0.8141413927078247
52,160,0.2,32,0.01,0.9054122567176819,0.28977999091148376,0.713131308555603,0.7475733757019043,0.713131308555603
53,32,0.30000000000000004,32,0.01,0.8770865201950073,0.3755003809928894,0.6181818246841431,1.1944741010665894,0.6181818246841431
54,96,0.2,32,0.01,0.9266565442085266,0.21741636097431183,0.8161616325378418,0.6206437945365906,0.8161616325378418
55,32,0.1,64,0.01,0.949924111366272,0.17088548839092255,0.8404040336608887,0.5726290345191956,0.8404040336608887
56,32,0.1,64,0.01,0.9398077726364136,0.18167917430400848,0.8565656542778015,0.5269227027893066,0.8565656542778015
57,32,0.1,64,0.01,0.8831562995910645,0.3377169966697693,0.6606060862541199,1.0560234785079956,0.6606060862541199
58,32,0.1,64,0.01,0.8593829274177551,0.41928887367248535,0.46464645862579346,1.6352581977844238,0.46464645862579346
59,64,0.1,96,0.01,0.9301972389221191,0.19557668268680573,0.8666666746139526,0.4336411952972412,0.8666666746139526
60,64,0.1,96,0.01,0.9357612729072571,0.1903124898672104,0.8222222328186035,0.44309166073799133,0.8222222328186035
61,32,0.1,96,0.01,0.9210925698280334,0.23841629922389984,0.8909090757369995,0.4636673331260681,0.8909090757369995
62,32,0.1,96,0.01,0.936772882938385,0.19100947678089142,0.8444444537162781,0.49245864152908325,0.8444444537162781
63,64,0.2,32,0.01,0.8947901129722595,0.30419930815696716,0.7030302882194519,0.8435545563697815,0.7030302882194519
64,192,0.1,128,0.01,0.9276682138442993,0.21989814937114716,0.8565656542778015,0.5152543783187866,0.8565656542778015
65,32,0.2,32,0.01,0.8689934015274048,0.36722156405448914,0.4888888895511627,0.8996888399124146,0.4888888895511627
66,32,0.1,96,0.01,0.7840161919593811,0.6097341775894165,0.5313131213188171,1.1235753297805786,0.5313131213188171
67,32,0.1,96,0.01,0.936772882938385,0.17383801937103271,0.8868687152862549,0.4374442994594574,0.8868687152862549
68,32,0.1,96,0.01,0.9271623492240906,0.21991153061389923,0.7858585715293884,0.7364511489868164,0.7858585715293884
69,32,0.1,96,0.01,0.8497723937034607,0.4190622568130493,0.6202020049095154,0.8741521239280701,0.6202020049095154
